,job,company,ssn,residence,current_location,blood_group,website,username,name,sex,address,mail,birthdate
915,Mechanical engineer,Corporacin Vargas y Perales,29257506567,"Callejón Baja California 005 Edif. 971 , Depto. 103
San Alvaro de la Montaña, BC 77350","(Decimal('-50.727917'), Decimal('-67.746671'))",B-,"['https://www.munoz.com/', 'https://proyectos.com/', 'http://www.flores.com/']",eloisa66,Emilio Antonia Cabán,F,"Diagonal Norte Magaña 614 Interior 408
Nueva República Centroafricana, BCS 11626",oduenas@yahoo.com,2015-01-13
916,Naval architect,Despacho Caldera-Rosas,85644439870,"Periférico Chile 038 Interior 404
Vieja China, VER 33297","(Decimal('-65.618455'), Decimal('-46.777203'))",A-,"['https://navarro.com/', 'http://rojas-pichardo.com/']",ihernandez,Hernán Vanegas,M,"Corredor España 336 Edif. 246 , Depto. 600
Nueva Granada, COL 95788-6084",jeronimo04@hotmail.com,2021-06-14
917,Financial risk analyst,Paredes y Jiménez y Asociados,22081154092,"Pasaje Quintana 947 974
Vieja Camboya, CHIS 94526-3581","(Decimal('-1.8394825'), Decimal('-26.146561'))",O-,['http://www.tijerina-quintero.com/'],trinidad78,Armando Lilia Badillo,M,"Viaducto Norte Garibay 379 Interior 337
Nueva Eslovaquia, SON 45746",cristobalaparicio@hotmail.com,1976-07-10
918,Accommodation manager,Laboratorios Medina-Farías,66806398294,"Callejón Porras 012 Edif. 094 , Depto. 222
San Diana los altos, HGO 39096","(Decimal('83.613815'), Decimal('-18.240238'))",AB-,"['https://www.laboratorios.com/', 'https://tellez.com/', 'http://proyectos.net/']",sotolilia,Sonia Matos,M,"Circuito Sri Lanka 444 495
Vieja Chile, TAB 14608",rosariocepeda@yahoo.com,1939-01-09
919,Ergonomist,Leal e Hijos,31078215279,"Pasaje Nauru 230 Interior 368
Nueva Suiza, VER 03827-4642","(Decimal('-58.6601815'), Decimal('134.606830'))",AB+,"['http://www.lucio.com/', 'http://de.info/', 'https://laboratorios.org/']",leonelpolanco,Lic. Amanda Vázquez,F,"Calzada Brasil 334 Edif. 882 , Depto. 976
Nueva Senegal, SLP 56479",joaquinmuro@gmail.com,1960-11-26
920,Operations geologist,"Solorzano, Arredondo y Enríquez",46825368700,"Andador Antigua y Barbuda 362 Interior 080
Vieja Vanuatu, QRO 89195","(Decimal('33.2465625'), Decimal('-111.441959'))",B+,"['https://www.solis-noriega.info/', 'http://www.guajardo-palomino.com/', 'http://mesa.info/', 'http://www.industrias.com/']",villaloboshernan,Aurelio Violeta Pantoja Urbina,M,"Circuito Lugo 049 Interior 364
San Norma los altos, VER 87768",nelly27@gmail.com,2011-11-11
921,Garment/textile technologist,Proyectos Olmos-Flórez,21951922935,"Viaducto Francia 506 805
Nueva Honduras, TLAX 81695-9908","(Decimal('-16.387330'), Decimal('76.645655'))",A+,"['http://www.baca-ocampo.net/', 'http://grupo.com/', 'http://www.club.com/', 'https://industrias.info/']",augustobonilla,Sr(a). María Villalpando,M,"Boulevard Bétancourt 690 805
Vieja Indonesia, JAL 21639",linda36@yahoo.com,2006-06-07
922,"Engineer, building services",Laboratorios Candelaria-Montemayor,06518309031,"Circuito Afganistán 652 Edif. 744 , Depto. 531
Vieja Granada, SLP 62636-0980","(Decimal('-79.264938'), Decimal('-135.801065'))",AB-,['https://laboratorios.biz/'],lindamarin,Ofelia Mario Archuleta,M,"Privada Sur Camarillo 576 Interior 499
Vieja Kiribati, DGO 08593-5625",elviracantu@gmail.com,1977-06-13
923,Stage manager,Pineda-Vásquez,03270969771,"Viaducto Casanova 892 Edif. 322 , Depto. 133
San Luz de la Montaña, ZAC 66485","(Decimal('-45.7394045'), Decimal('93.217029'))",B+,"['https://grupo.com/', 'http://www.club.com/', 'https://arteaga-fernandez.com/', 'https://club.com/']",ilseirizarry,Federico Paola Maestas Duarte,M,"Continuación Camarillo 383 Edif. 511 , Depto. 842
San Porfirio los altos, SIN 40511",homerocornejo@yahoo.com,1973-12-31
924,Electrical engineer,Vélez y Alva e Hijos,60765546597,"Circuito Quintana Roo 941 Edif. 335 , Depto. 083
Vieja Eslovaquia, MICH 28959-7692","(Decimal('8.592342'), Decimal('-124.503163'))",O-,['https://www.industrias.net/'],rubyrubio,Cynthia Isabel Razo,M,"Callejón Nuevo León 653 488
Nueva Malta, HGO 28023",francisco85@hotmail.com,1911-01-15
925,Research scientist (medical),Cavazos y Monroy S.C.,46584553831,"Andador Rocha 845 Interior 050
San Clara los bajos, CAMP 76747","(Decimal('-74.2674895'), Decimal('28.477237'))",AB+,"['http://despacho.com/', 'http://corporacin.com/']",perlaleon,Arcelia Natividad Velasco,F,"Pasaje Guinea Bissau 161 Edif. 022 , Depto. 426
Vieja Francia, MICH 58054-5325",mataesteban@gmail.com,1966-05-24
926,Banker,Proyectos Lucero y Mercado,05736650382,"Avenida Escalante 571 Edif. 865 , Depto. 022
Nueva Luxemburgo, HGO 36277-0788","(Decimal('-7.3403675'), Decimal('91.219738'))",AB+,"['https://www.grupo.com/', 'https://www.grupo.net/', 'https://mendez.com/', 'http://marquez.net/']",soledadgalvan,Esmeralda Jimínez,M,"Boulevard Villagómez 348 476
San Karina los altos, BC 37582-5748",ycantu@yahoo.com,1925-08-01
927,"Doctor, general practice",Maya y Asociados,09942322661,"Viaducto Norte Centeno 335 Interior 235
Vieja Mauricio, YUC 24642","(Decimal('89.828669'), Decimal('119.699662'))",AB+,"['http://benitez.net/', 'https://www.proyectos.org/', 'https://gil-montanez.com/', 'http://www.salcedo.com/']",dariode-la-rosa,Camilo Patricio Jurado Llamas,M,"Periférico Barragán 602 Edif. 066 , Depto. 137
Nueva Samoa, BC 05531",monica88@gmail.com,1927-09-13
928,Economist,Casanova S.A.,03386209997,"Eje vial Mongolia 653 049
San Rebeca los bajos, SLP 60289","(Decimal('47.545691'), Decimal('73.198374'))",AB+,"['https://www.club.com/', 'https://grupo.biz/', 'http://murillo-teran.com/', 'http://www.villareal.info/']",iceballos,David Peres Garay,M,"Ampliación Sur Valverde 688 112
Vieja Eslovaquia, YUC 03506",soledadzambrano@hotmail.com,1973-12-23
929,Television floor manager,"Laboratorios Tirado, Almonte y Solís",13248322110,"Avenida Sur Mares 797 Edif. 804 , Depto. 982
San Amelia los altos, YUC 19288-8479","(Decimal('-33.4870405'), Decimal('-82.493821'))",A-,"['http://www.sandoval-olivarez.com/', 'https://www.corporacin.com/']",alberto07,Dr. Juana Correa,M,"Andador Tlaxcala 171 Edif. 989 , Depto. 610
Vieja Libia, TAMPS 19732",batistamaria-cristina@gmail.com,1937-10-05
930,Cabin crew,Miramontes y Arteaga S.A.,55574284893,"Circunvalación Bétancourt 200 Edif. 967 , Depto. 721
Vieja Arabia Saudita, SIN 83553-0409","(Decimal('-16.5972425'), Decimal('79.600096'))",A-,['https://vasquez.com/'],rarellano,Ing. María Cristina Gutiérrez,M,"Ampliación Egipto 111 Interior 645
San Jaime de la Montaña, OAX 75476",obustamante@yahoo.com,2002-09-07
931,International aid/development worker,Leiva y Caballero A.C.,89956838414,"Viaducto Robles 138 355
San Andrea los altos, MICH 25559-6780","(Decimal('-81.0755715'), Decimal('91.559198'))",O+,"['http://camacho.com/', 'https://industrias.org/', 'https://www.solorio.biz/', 'https://laboratorios.com/']",nellytirado,Elsa José Eduardo Lucero,F,"Viaducto Belarús 717 048
Nueva Bahamas, CAMP 21444",ofeliachapa@gmail.com,2019-09-21
932,Archivist,"Corporacin Escobar, Toledo y Bañuelos",02026863320,"Peatonal Sur Chavarría 675 Interior 613
San Aurelio los bajos, Q. ROO 86177","(Decimal('-52.703967'), Decimal('56.315471'))",B+,"['http://gaytan-quintana.info/', 'https://valles.com/', 'https://www.corporacin.info/']",eliasvilla,Ing. Catalina Leiva,M,"Callejón Oaxaca 637 Edif. 697 , Depto. 775
San Ivonne los bajos, AGS 30535",oulloa@gmail.com,2003-09-13
933,Ophthalmologist,Laboratorios Valdez y Almaraz,70777239545,"Peatonal Godínez 783 Edif. 402 , Depto. 692
Nueva Camerún, PUE 65347","(Decimal('36.088307'), Decimal('-63.627579'))",AB+,['https://www.amaya.com/'],renesoto,Lic. Mercedes Sierra,F,"Prolongación Burundi 077 729
San Florencia de la Montaña, VER 80154-6852",ijimenez@gmail.com,1938-10-31
934,Glass blower/designer,Cornejo S.A. de C.V.,34947229448,"Diagonal Jalisco 854 Edif. 024 , Depto. 449
San Alicia de la Montaña, GRO 69253","(Decimal('52.1582065'), Decimal('36.626041'))",AB+,['http://proyectos.info/'],del-rioclemente,Ing. Luis Miguel Aguirre,F,"Retorno San Luis Potosí 830 Edif. 892 , Depto. 258
Nueva Cabo Verde, ZAC 60762",clara13@gmail.com,1922-03-14
935,Graphic designer,Gonzales S.A. de C.V.,45703744669,"Avenida Norte de la Crúz 699 847
San Espartaco de la Montaña, DF 14036-0878","(Decimal('-45.4197775'), Decimal('-89.770072'))",O+,"['http://corporacin.com/', 'http://gurule.com/', 'https://www.corporacin.biz/']",sergio46,Mtro. Virginia Serna,M,"Andador Congo 089 728
Vieja Bolivia, VER 66826",xsepulveda@hotmail.com,1916-09-18
936,"Nurse, adult",Cruz-Baeza,13725866688,"Continuación Norte Casares 642 Edif. 294 , Depto. 888
San Rufino de la Montaña, MICH 20366","(Decimal('38.525547'), Decimal('-125.536865'))",AB-,"['https://www.duenas.info/', 'http://www.carranza.info/', 'https://reynoso-valentin.com/', 'http://almonte.org/']",espartarocha,Adriana Ulibarri Domínguez,M,"Retorno Mendoza 258 Edif. 832 , Depto. 093
Vieja República Árabe Siria, TAMPS 00195-6797",dariorico@gmail.com,1926-10-31
937,Armed forces logistics/support/administrative officer,González S.A.,22211894195,"Boulevard Segura 121 Interior 536
San Pilar de la Montaña, COL 12669-5436","(Decimal('-20.511050'), Decimal('146.700673'))",B+,['https://bahena.biz/'],peraltavioleta,Antonia Eugenio Irizarry Tafoya,M,"Avenida Bonilla 897 Edif. 601 , Depto. 093
Vieja Mongolia, ZAC 36668",nicolas97@hotmail.com,1977-05-28
938,Transport planner,"Industrias Collado, Pedroza y Laureano",01661755445,"Corredor Carrero 425 338
Vieja Angola, VER 79040","(Decimal('11.8099635'), Decimal('-90.134579'))",A+,"['http://laboratorios.com/', 'https://www.venegas.biz/']",albertoaltamirano,Adriana Arguello,F,"Avenida España 301 999
San Ivonne de la Montaña, BC 42312-3602",garridoraul@hotmail.com,1976-01-28
939,"Therapist, art",Márquez-Perea,78120673260,"Circuito Tamaulipas 975 Interior 555
San Gregorio los altos, Q. ROO 74232","(Decimal('44.271866'), Decimal('-68.303526'))",O+,"['http://grupo.org/', 'http://proyectos.info/']",jarenas,Úrsula Claudio Alemán Miranda,M,"Diagonal Georgia 565 460
San Hernán de la Montaña, TAMPS 31117",jorge46@gmail.com,1925-09-07
940,Financial risk analyst,Arreola A.C.,92937581681,"Periférico Norte Peres 653 Edif. 558 , Depto. 868
San Cristina de la Montaña, GRO 90390-7246","(Decimal('-34.125619'), Decimal('42.202035'))",AB-,['https://cavazos-cuellar.com/'],marcos93,Alvaro Anabel Jaime,F,"Calzada Sur Ulibarri 792 288
Vieja Argentina, GRO 55716-6376",adansegovia@hotmail.com,2015-10-01
941,Mudlogger,"Sosa, Tejeda y Galindo",47366786664,"Boulevard Quesada 352 Interior 744
Nueva Nauru, COAH 88787-4222","(Decimal('-16.1431825'), Decimal('54.742655'))",A-,['https://corporacin.com/'],maria-cristinasoria,Mariana Robledo Villa,F,"Corredor Norte Samaniego 273 Edif. 246 , Depto. 920
San Héctor los bajos, COAH 68100",rufino32@yahoo.com,2012-08-18
942,Charity fundraiser,Escamilla-Chavarría S.A.,82274695905,"Diagonal Norte Espinal 038 Edif. 763 , Depto. 728
Vieja Irán, SON 73113-6261","(Decimal('35.6171565'), Decimal('-145.621558'))",B+,"['http://alcaraz.com/', 'http://alarcon.biz/', 'http://ceja.com/', 'http://cabrera.com/']",valentincitlali,Amador Munguía Gallegos,M,"Diagonal Norte Cabán 336 808
San Jonás los bajos, SIN 66312",roldanzacarias@yahoo.com,1960-09-07
943,Communications engineer,García-Benavídez,50606926074,"Callejón Palomo 335 Interior 279
San Aurora de la Montaña, JAL 78762","(Decimal('89.9996235'), Decimal('-136.929156'))",B-,"['http://www.industrias.info/', 'https://montemayor.com/', 'https://gonzalez-batista.net/']",salma92,Estela Natividad Gallardo Puente,M,"Corredor Veracruz de Ignacio de la Llave 575 181
Nueva Yemen, NL 11293",amelia40@hotmail.com,1909-04-11
944,"Teacher, English as a foreign language",Díaz S.A. de C.V.,39796177259,"Boulevard Tabasco 036 Interior 847
Vieja Japón, NAY 89728-3794","(Decimal('-16.4891605'), Decimal('82.230345'))",A+,['https://www.proyectos.com/'],jrivero,Araceli Arcelia Terrazas,F,"Avenida Carrión 396 353
Nueva Qatar, BC 64371",helena65@gmail.com,1918-12-22
945,Information systems manager,Maldonado-Benavides,92394607326,"Peatonal Quintana Roo 988 190
San Itzel de la Montaña, COL 23286-1294","(Decimal('-37.5637055'), Decimal('-155.247582'))",A+,"['https://www.roldan.com/', 'http://corporacin.com/', 'https://corporacin.com/', 'http://www.segura.net/']",armando28,Estefanía Mario Navarro Partida,M,"Ampliación Rodarte 742 Edif. 483 , Depto. 494
Vieja Timor-Leste, PUE 18893",alma79@gmail.com,1968-10-08
946,"Production assistant, television","Vanegas, Alarcón y Cantú",43909849648,"Continuación Tlaxcala 166 350
Nueva Jordania, GRO 60729-2035","(Decimal('-5.8034315'), Decimal('-127.084389'))",B-,"['https://salinas.net/', 'http://www.tapia.com/', 'https://barraza.org/', 'https://www.quezada-mena.biz/']",rgastelum,Ana María Mayte Barraza,F,"Peatonal Meléndez 747 Edif. 202 , Depto. 238
Nueva Luxemburgo, DF 52350-3598",esquivelraul@yahoo.com,1955-12-20
947,"Journalist, newspaper",Corporacin Villanueva y Ponce,29631852356,"Viaducto Malawi 760 Interior 429
Nueva Egipto, DF 28225","(Decimal('73.490178'), Decimal('-69.318828'))",AB+,"['https://alfaro-cordova.com/', 'https://laboratorios.com/']",elias20,Mtro. Helena Carreón,F,"Circunvalación Caldera 486 367
San Ángel los bajos, TLAX 59149",lcarrero@gmail.com,1953-11-12
948,Archivist,Proyectos Olmos-Gracia,18420454870,"Prolongación de la Garza 881 Interior 834
Vieja Bangladesh, CAMP 05819-8494","(Decimal('47.9690845'), Decimal('-134.862111'))",O-,"['http://negron.com/', 'http://www.rivera.biz/']",korta,Socorro Santiago Carreón,M,"Corredor República Democrática Popular Lao 149 427
San Inés los bajos, COL 72219-8898",serafin01@hotmail.com,1971-12-09
949,TEFL teacher,Despacho Báez y Solano,27503896659,"Retorno Norte Noriega 734 Edif. 880 , Depto. 767
San Sofía los altos, CHIS 28248","(Decimal('69.048772'), Decimal('-80.752549'))",O+,"['https://www.laboratorios.org/', 'https://www.club.info/', 'https://lerma.com/']",lopezgregorio,Noelia Laura Rojas Gallegos,F,"Ampliación Norte Gil 455 Interior 883
San Estela los altos, COAH 79409-9364",duranbeatriz@gmail.com,1907-12-30
950,Geographical information systems officer,Maldonado-Serrato e Hijos,08021203487,"Viaducto Sur Salazar 285 Interior 226
Nueva Lesotho, BCS 46416","(Decimal('-79.276732'), Decimal('107.090899'))",B+,"['https://www.alcala.com/', 'https://www.moreno-pabon.net/', 'https://miranda-gurule.com/', 'https://laboratorios.com/']",rosalesjulio-cesar,Martha Roque Peña,M,"Andador Querétaro 435 Interior 049
San Aldonza de la Montaña, JAL 49564-9742",luisasoliz@yahoo.com,1974-04-26
951,Chartered legal executive (England and Wales),Molina S.A.,85546576480,"Privada Colima 514 Edif. 757 , Depto. 507
Vieja Montenegro, YUC 61978-9594","(Decimal('-82.838598'), Decimal('-103.864922'))",B+,"['https://www.valladares.biz/', 'http://www.pichardo.info/', 'http://www.club.net/', 'https://proyectos.net/']",barretorolando,Bruno Jaime Menchaca,F,"Andador Sur Balderas 471 Edif. 745 , Depto. 724
Nueva Guinea Bissau, VER 79381",luciaavila@gmail.com,2011-05-06
952,Applications developer,"Corporacin Galindo, Ruelas y Brito",16620441788,"Eje vial Sur Treviño 352 Interior 334
Nueva Camerún, DF 01997","(Decimal('-77.210492'), Decimal('-104.663312'))",B+,"['http://mares.com/', 'https://meraz-rincon.org/']",lucia83,Lic. Omar Mena,F,"Ampliación Brasil 801 Edif. 654 , Depto. 780
Vieja Georgia, DGO 15928",doloresgodinez@hotmail.com,1908-06-12
953,Counsellor,Corporacin Portillo-Morales,05589648087,"Continuación Morelos 572 Edif. 971 , Depto. 940
San Reina los bajos, TLAX 42580-0006","(Decimal('-46.0096035'), Decimal('-82.505456'))",B+,['https://proyectos.org/'],claudiomaestas,José Eduardo Tejada,M,"Andador Manzanares 114 233
San Jerónimo los altos, OAX 02206-0580",segoviamaria-eugenia@hotmail.com,1973-09-16
954,Manufacturing engineer,Quiñónez y Grijalva S.A. de C.V.,08143604919,"Andador Almaraz 291 Edif. 978 , Depto. 343
San Rufino de la Montaña, OAX 29262-8196","(Decimal('89.0874335'), Decimal('-27.838395'))",B-,"['https://corporacin.com/', 'http://www.avalos.com/', 'http://www.villalpando-armenta.com/', 'https://www.lira.com/']",galarzamariana,Ing. Caridad Gómez,F,"Eje vial Zapata 368 199
San Gabriel los altos, MICH 41191-9196",benitocintron@gmail.com,1906-08-17
955,Community education officer,Despacho Prieto-Valdés,83925891984,"Circunvalación Pulido 415 Edif. 167 , Depto. 680
San Alicia los bajos, CHIS 25701","(Decimal('46.046847'), Decimal('-23.779131'))",A-,['http://www.proyectos.com/'],floreznancy,Vanesa María Flórez,M,"Viaducto Yucatán 756 814
San Santiago de la Montaña, QRO 08084",igodoy@yahoo.com,1964-01-19
956,Careers information officer,Camacho-Viera,53580674470,"Calle Iraq 489 235
San Socorro los bajos, VER 39294","(Decimal('7.163634'), Decimal('-144.190507'))",B+,"['https://www.rangel.com/', 'http://laboratorios.biz/', 'https://www.paz-sierra.com/', 'http://briseno.biz/']",mariaquintero,Felix Mayte Rosas,F,"Circuito Sur Aparicio 278 271
San Manuel de la Montaña, SON 99646-0129",angelortiz@yahoo.com,1981-08-25
957,"Scientist, clinical (histocompatibility and immunogenetics)","Leyva, Mercado y Ocampo",82206462705,"Boulevard Chihuahua 819 938
San Zoé los altos, COAH 63585","(Decimal('-20.949414'), Decimal('-123.603293'))",O-,"['https://industrias.com/', 'http://grupo.biz/', 'http://rivas.com/', 'http://chavez.com/']",duenasmayte,Benjamín Héctor Naranjo Lozada,M,"Andador Colima 141 Interior 533
Nueva San Marino, YUC 21143",qcarrillo@gmail.com,1976-01-18
958,Holiday representative,Quiñones e Hijos,46164505532,"Diagonal Norte Hinojosa 853 Edif. 288 , Depto. 265
San Gabino de la Montaña, Q. ROO 84949-9124","(Decimal('52.590885'), Decimal('-82.225506'))",AB-,['https://proyectos.com/'],adelavargas,Flavio María del Carmen Chavarría Suárez,M,"Callejón Singapur 852 Edif. 330 , Depto. 583
San Jaqueline los altos, TAMPS 58785",correaines@hotmail.com,2021-07-29
959,"Nurse, learning disability",Verdugo y Mendoza S. R.L. de C.V.,42682671658,"Callejón Aguascalientes 346 112
San Liliana los altos, DGO 55016-1969","(Decimal('63.242216'), Decimal('21.355153'))",B+,"['https://www.vargas.com/', 'http://www.escobar.com/', 'https://despacho.com/', 'http://www.aviles-figueroa.biz/']",fuentesdiego,Estela Bernardo Domínguez,M,"Prolongación Flores 276 Edif. 816 , Depto. 291
Vieja Bélgica, TAB 26604",silviacarbajal@hotmail.com,1920-10-22
960,"Presenter, broadcasting",Yáñez-Miranda,60159730955,"Peatonal Michoacán de Ocampo 539 Interior 732
Vieja Serbia, CHIH 46730","(Decimal('36.259203'), Decimal('-136.593650'))",B-,"['http://www.galindo.biz/', 'https://becerra.com/']",perla78,Olivia Magaña Barajas,F,"Circuito Norte Piña 684 076
San Ana María los altos, CAMP 78435",esteban08@gmail.com,1922-06-09
961,Records manager,Valenzuela-Mesa,50973998086,"Boulevard Michoacán de Ocampo 581 Edif. 597 , Depto. 750
San Diego los altos, MICH 48704","(Decimal('81.8021785'), Decimal('37.413561'))",AB-,"['http://jaime-de.com/', 'https://www.posada-aparicio.com/', 'https://campos.com/', 'http://despacho.biz/']",evelio64,Homero Ocampo,M,"Eje vial Sanabria 321 Interior 627
San Asunción los altos, ZAC 82407-6621",jose-carlosruiz@hotmail.com,1966-02-17
962,Cartographer,Industrias Serrato-Galván,63399759040,"Eje vial Congo 880 Edif. 560 , Depto. 164
Nueva Venezuela, VER 52506","(Decimal('54.478781'), Decimal('133.641729'))",A-,"['https://flores-mora.com/', 'https://escobedo-meza.biz/', 'https://vargas.com/', 'http://www.portillo-espinal.biz/']",delia76,Luis Patricio Laureano,F,"Boulevard Aguascalientes 870 Interior 810
San Patricio los altos, PUE 93386",mayala@gmail.com,1928-11-05
